GWNO	EVENT_ID_CNTY	EVENT_ID_NO_CNTY	EVENT_DATE	YEAR	MONTH	DAY	TIME_PRECISION	Event Type	Actor	ALLY_ACTOR_1	INTER1	ACTOR2	ALLY_ACTOR_2	INTER2	INTERACTION	COUNTRY	ADMIN1	ADMIN2	ADMIN3	LOCATION	LATITUDE	LONGITUDE	GEO_PRECIS	SOURCE	Notes	Fatalities
540	25ANG	2934	27/03/1997	1997	3	27	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Luanda	Cacuaco	Funda	Panguila	-8.73220	13.43830	1	"Expresso, Portugal"		0
540	26ANG	2935	30/04/1997	1997	4	30	3	Violence against civilians	Civilians (Angola)		7	UNITA: National Union for the Total Independence of Angola		2	27	Angola	Moxico	Alto Zambeze	Kaquengue	Kakenge	-12.40000	22.56660	1	Africa Research Bulletin	"KEY EVENT: Reports from Kenge said Unita adopted a scorched earth policy and killed at least 200 people indiscriminately, including 10 local Red Cross workers, after flying in from Dr. Savimbi's territory."	200
540	27ANG	2936	30/04/1997	1997	4	30	2	Battle-Government regains territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Zaire	M'Banza Congo	Mbanza Congo	M'Banza Congo	-6.26660	14.25000	1	Jornal de Noticias	Town 'completely destroyed'	0
540	28ANG	2937	30/04/1997	1997	4	30	2	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Zaire	M'Banza Congo	Mbanza Congo	M'Banza Congo	-6.26660	14.25000	1	Jornal de Noticias	Town 'completely destroyed'	0
540	35ANG	2944	01/05/1997	1997	5	1	3	Battle-Government regains territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Malanje	Malanje	Malanje	Malanje	-9.54470	16.34520	1	"Publico, Portugal"		0
540	29ANG	2938	01/05/1997	1997	5	1	3	Riots/Protests	Protesters (Angola)	UNITA: National Union for the Total Independence of Angola	6			0	60	Angola	Malanje	Calandula	Kota	Calandula	-9.13330	15.96660	1	"Publico, Portugal"		0
540	30ANG	2939	01/05/1997	1997	5	1	3	Riots/Protests	Protesters (Angola)	UNITA: National Union for the Total Independence of Angola	6			0	60	Angola	Malanje	Cambundi-Catembo	Kambundi-Katembo	Cambundi-Catembo	-10.06660	17.55000	1	"Publico, Portugal"		0
540	31ANG	2940	01/05/1997	1997	5	1	3	Riots/Protests	Protesters (Angola)	UNITA: National Union for the Total Independence of Angola	6			0	60	Angola	Malanje	Cangandala	Cangandala	Cangandala	-9.78330	16.43330	1	"Publico, Portugal"		0
540	32ANG	2941	01/05/1997	1997	5	1	3	Riots/Protests	Protesters (Angola)	UNITA: National Union for the Total Independence of Angola	6			0	60	Angola	Malanje	Cacuzo	Cacuso	Caombo	-9.15000	15.68330	1	"Publico, Portugal"		0
540	33ANG	2942	01/05/1997	1997	5	1	3	Riots/Protests	Protesters (Angola)	UNITA: National Union for the Total Independence of Angola	6			0	60	Angola	Malanje	Cuaba Nzogo	Kiwaba-Ngozi	Kiwaba N'zogi	-8.95000	16.50000	1	"Publico, Portugal"		0
540	34ANG	2943	01/05/1997	1997	5	1	3	Riots/Protests	Protesters (Angola)	UNITA: National Union for the Total Independence of Angola	6			0	60	Angola	Malanje	Luquembo	Luquembo	Luquembo	-10.73330	17.71660	1	"Publico, Portugal"		0
540	36ANG	2945	01/05/1997	1997	5	1	3	Riots/Protests	Protesters (Angola)	UNITA: National Union for the Total Independence of Angola	6			0	60	Angola	Malanje	Marimba	Marimba	Marimba	-8.36660	17.01660	1	"Publico, Portugal"		0
540	37ANG	2946	01/05/1997	1997	5	1	3	Riots/Protests	Protesters (Angola)	UNITA: National Union for the Total Independence of Angola	6			0	60	Angola	Malanje	Massango	Massango	Massango	-8.03330	16.35000	1	"Publico, Portugal"		0
540	38ANG	2947	01/05/1997	1997	5	1	3	Riots/Protests	Protesters (Angola)	UNITA: National Union for the Total Independence of Angola	6			0	60	Angola	Malanje	Mucari	Mucari	Mucari	-9.46660	16.91660	1	"Publico, Portugal"		0
540	39ANG	2948	01/05/1997	1997	5	1	3	Riots/Protests	Protesters (Angola)	UNITA: National Union for the Total Independence of Angola	6			0	60	Angola	Malanje	Quela	Xandele	Quela	-9.26660	17.08330	1	"Publico, Portugal"		0
540	40ANG	2949	01/05/1997	1997	5	1	3	Riots/Protests	Protesters (Angola)	UNITA: National Union for the Total Independence of Angola	6			0	60	Angola	Malanje	Quirima	Quirima	Quirima	-10.90000	18.08330	1	"Publico, Portugal"		0
540	41ANG	2950	05/05/1997	1997	5	5	3	Battle-Government regains territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Malanje	Cacuzo	Cacuso	Cacuzo	-9.41660	15.75000	1	"Publico, Portugal"		0
540	42ANG	2951	05/05/1997	1997	5	5	3	Battle-Government regains territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Malanje	Malanje	Malanje	Malanje	-9.54470	16.34520	1	"Publico, Portugal"		0
540	43ANG	2952	07/05/1997	1997	5	7	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Benguela	Chongoroi	Chongoroi	Chongoroi	-13.56660	13.95000	1	Angola Cronologia	Combat between police and Unita	0
540	44ANG	2953	07/05/1997	1997	5	7	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Benguela	Cubal	Cubal	Cubal	-13.03330	14.25000	1	Angola Cronologia	Combat between police and Unita	0
540	45ANG	2954	15/05/1997	1997	5	15	3	Battle-Government regains territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Luia	Luia	-8.16660	21.55000	1	Angola Peace Monitor (see online)		0
540	46ANG	2955	15/05/1997	1997	5	15	3	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Luia	Luia	-8.16660	21.55000	1	Angola Peace Monitor (see online)		68
540	47ANG	2956	19/05/1997	1997	5	19	1	Violence against civilians	Civilians (Angola)		7	Unidentified Armed Group (Angola)		3	37	Angola	Huambo	Huambo	Huambo	Santo Amaro	-12.71660	15.86660	2	Angola Cronologia	Estimate for point between Huambo and Vila Nova.	1
540	48ANG	2957	20/05/1997	1997	5	20	1	Violence against civilians	Civilians (Angola)		7	UNITA: National Union for the Total Independence of Angola		2	27	Angola	Huambo	Tchicala-Tcholoanga	Thicala-Thilohanga	Tchicala-Tcholoanga	-12.63330	16.05000	1	Angola Peace Monitor	attacks peacekeepers	0
540	49ANG	2958	30/05/1997	1997	5	30	2	Battle-Government regains territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kambulo	Cambulo	-7.75000	21.25000	3	"Independente, Portugal"		0
540	50ANG	2959	30/05/1997	1997	5	30	2	Battle-Government regains territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kanzar	Canzar	-7.61660	21.56660	1	"Independente, Portugal"		0
540	51ANG	2960	30/05/1997	1997	5	30	2	Battle-Government regains territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kambulo	Cossa	-7.90000	21.36660	1	"Independente, Portugal"		0
540	52ANG	2961	30/05/1997	1997	5	30	2	Battle-Government regains territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kambulo	Maludi	-8.01660	21.30000	1	"Independente, Portugal"		0
540	53ANG	2962	30/05/1997	1997	5	30	2	Battle-Government regains territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kanzar	Muita	-7.81660	21.38330	1	"Independente, Portugal"		0
540	54ANG	2963	30/05/1997	1997	5	30	3	Battle-Government regains territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cuango	Luremo	Quicuhine	-8.60000	18.00000	3	"Independente, Portugal"	"FAA now controls diamond areas once held by Unita. Not sure if Canfunfo is an example of this, but it is coded anyway."	0
540	55ANG	2964	30/05/1997	1997	5	30	2	Battle-Government regains territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kanzar	Sambuia	-7.55000	21.68330	1	"Independente, Portugal"		0
540	57ANG	2966	31/05/1997	1997	5	31	1	Violence against civilians	Military Forces of Angola (1975-)		1	Civilians (International)		7	17	Angola	Lunda Norte	Lucapa	Lucapa	Lucapa	-8.41660	20.75000	3	"Expresso, Portugal"	FAA engages in 'cleansing' operations and prevents entry of Zaireans and Rwandans into Angola fighting in defense of Mobutu.	0
540	58ANG	2967	31/05/1997	1997	5	31	1	Violence against civilians	Military Forces of Angola (1975-)		1	Civilians (International)		7	17	Angola	Lunda Sul	Saurimo	Saurimo	Saurimo	-9.65000	20.40000	3	"Expresso, Portugal"	FAA engages in 'cleansing' operations and prevents entry of Zaireans and Rwandans into Angola fighting in defense of Mobutu.	0
540	59ANG	2968	31/05/1997	1997	5	31	1	Violence against civilians	Military Forces of Angola (1975-)		1	Civilians (International)		7	17	Angola	Uige	Maquela do Zombo	Maquela do Zombo	Maquela do Zombo	-6.06660	15.10000	1	"Expresso, Portugal"	FAA engages in 'cleansing' operations and prevents entry of Zaireans and Rwandans into Angola fighting in defense of Mobutu.	0
540	60ANG	2969	31/05/1997	1997	5	31	1	Violence against civilians	Military Forces of Angola (1975-)		1	Civilians (International)		7	17	Angola	Uige	Negage	Negage	Negage	-7.78330	15.26660	1	"Expresso, Portugal"	FAA engages in 'cleansing' operations and prevents entry of Zaireans and Rwandans into Angola fighting in defense of Mobutu.	0
540	56ANG	2965	31/05/1997	1997	5	31	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Huambo	Londuimbale	Londuimbali	Londuimbali	-12.25000	15.31660	1	"Expresso, Portugal"	Zau Puna accused of being traitor. situation tense	0
540	61ANG	2970	03/06/1997	1997	6	3	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kambulo	N'Zargui	-7.70000	21.36660	3	"Diario de Noticias, Portugal"	"Combat forces 2,000 to flee to this nearby town"	0
540	62ANG	2971	04/06/1997	1997	6	4	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kambulo	N'Zargui	-7.70000	21.36660	3	"Diario de Noticias, Portugal"	"Combat forces 2,000 to flee to this nearby town"	0
540	63ANG	2972	05/06/1997	1997	6	5	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kambulo	N'Zargui	-7.70000	21.36660	3	"Diario de Noticias, Portugal"	"Combat forces 2,000 to flee to this nearby town"	0
540	66ANG	2975	09/06/1997	1997	6	9	2	Battle-No change of territory	Military Forces of Angola (1975-)		1	Military Forces of Democratic Republic of Congo (2001-)	UNITA: National Union for the Total Independence of Angola	8	18	Angola	Lunda Norte	Chitato	Luachimo	Dundo	-7.36670	20.81670	2	Angola Peace Monitor		0
540	64ANG	2973	09/06/1997	1997	6	9	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kambulo	Cambulo	-7.75000	21.25000	1	Angola Cronologia		0
540	65ANG	2974	09/06/1997	1997	6	9	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kanzar	Canzar	-7.61660	21.56660	1	Angola Cronologia		0
540	67ANG	2976	09/06/1997	1997	6	9	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kanzar	Sambuia	-7.55000	21.68330	1	Angola Cronologia		3
540	68ANG	2977	09/06/1997	1997	6	9	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Malanje	Malanje	Malanje	Malanje	-9.54470	16.34520	3	"Publico, Portugal"		0
540	69ANG	2978	09/06/1997	1997	6	9	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Malanje	Malanje	Malanje	Malanje	-9.54470	16.34520	3	"Publico, Portugal"		0
540	70ANG	2979	09/06/1997	1997	6	9	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Moxico	Moxico	Luena	Luena	-11.78330	19.91660	3	"Publico, Portugal"		0
540	71ANG	2980	10/06/1997	1997	6	10	2	Battle-No change of territory	Military Forces of Angola (1975-)		1	Military Forces of Democratic Republic of Congo (2001-)	UNITA: National Union for the Total Independence of Angola	8	18	Angola	Lunda Norte	Chitato	Luachimo	Dundo	-7.36670	20.81670	2	Angola Peace Monitor		0
540	72ANG	2981	10/06/1997	1997	6	10	1	Violence against civilians	Military Forces of Angola (1975-)		1	Civilians (International)		7	17	Angola	Zaire	N'Zeto	Nzeto	Rio Mebridege	-7.20000	12.85000	1	Capital	"FAA attacks Intl Migration Organization Column, transporting 53 ex-Unita and their families."	0
540	74ANG	2983	11/06/1997	1997	6	11	2	Battle-No change of territory	Military Forces of Angola (1975-)		1	Military Forces of Democratic Republic of Congo (2001-)	UNITA: National Union for the Total Independence of Angola	8	18	Angola	Lunda Norte	Chitato	Luachimo	Dundo	-7.36670	20.81670	2	Angola Peace Monitor		0
540	75ANG	2984	11/06/1997	1997	6	11	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	FLEC-Renouvada: Front for the Liberation of the Enclave of Cabinda (Renouvada Faction)		2	12	Angola	Zaire	Tomboco	Kinzau	Cacongo	-6.75000	12.65000	1	Angola Cronologia	FLECR attacks police Unita	0
540	73ANG	2982	11/06/1997	1997	6	11	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Bié	Kuito	Trumba	Kuito	-12.38330	16.93330	1	Angola Peace Monitor (see online)	"Violence in 'Cleansing' here is said to have cost 120,000 lives, a number perhaps exaggerated, but possible given craters made by bombs"	1000
540	77ANG	2986	12/06/1997	1997	6	12	2	Battle-No change of territory	Military Forces of Angola (1975-)		1	Military Forces of Democratic Republic of Congo (2001-)	UNITA: National Union for the Total Independence of Angola	8	18	Angola	Lunda Norte	Chitato	Luachimo	Dundo	-7.36670	20.81670	2	Angola Peace Monitor		0
540	76ANG	2985	12/06/1997	1997	6	12	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	FLEC: Front for the Liberation of the Enclave of Cabinda		2	12	Angola	Cabinda	Cabinda	Cabinda	Cabinda	-5.55000	12.20000	3	"African Recorder, India; Publico, Portugal"		11
540	82ANG	2991	13/06/1997	1997	6	13	2	Battle-No change of territory	Military Forces of Angola (1975-)		1	Military Forces of Democratic Republic of Congo (2001-)	UNITA: National Union for the Total Independence of Angola	8	18	Angola	Lunda Norte	Chitato	Luachimo	Dundo	-7.36670	20.81670	2	Angola Peace Monitor		0
540	78ANG	2987	13/06/1997	1997	6	13	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	FLEC: Front for the Liberation of the Enclave of Cabinda		2	12	Angola	Cabinda	Cabinda	Cabinda	Cabinda	-5.55000	12.20000	3	"African Recorder, India; Publico, Portugal"		11
540	79ANG	2988	13/06/1997	1997	6	13	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kambulo	Cambulo	-7.75000	21.25000	1	"Publico, Portugal"	FAA offensive	2
540	80ANG	2989	13/06/1997	1997	6	13	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kanzar	Canzar	-7.61660	21.56660	1	"Publico, Portugal"	FAA offensive	2
540	81ANG	2990	13/06/1997	1997	6	13	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kambulo	Cossa	-7.90000	21.36660	1	"Publico, Portugal"	FAA offensive	2
540	83ANG	2992	13/06/1997	1997	6	13	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kambulo	Maludi	-8.01660	21.30000	1	"Publico, Portugal"	FAA offensive	2
540	84ANG	2993	13/06/1997	1997	6	13	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kambulo	Maludi	-8.01660	21.30000	1	"Publico, Portugal"	FAA offensive	2
540	85ANG	2994	13/06/1997	1997	6	13	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kanzar	Muinda	-7.65000	21.65000	1	"Publico, Portugal"	FAA offensive	2
540	86ANG	2995	13/06/1997	1997	6	13	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kanzar	Muita	-7.81660	21.38330	1	"Publico, Portugal"	FAA offensive	2
540	87ANG	2996	13/06/1997	1997	6	13	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	UNITA: National Union for the Total Independence of Angola		2	12	Angola	Lunda Norte	Cambulo	Kanzar	Sambuia	-7.55000	21.68330	1	"Publico, Portugal"	FAA offensive	2
540	89ANG	2998	14/06/1997	1997	6	14	2	Battle-No change of territory	Military Forces of Angola (1975-)		1	Military Forces of Democratic Republic of Congo (2001-)	UNITA: National Union for the Total Independence of Angola	8	18	Angola	Lunda Norte	Chitato	Luachimo	Dundo	-7.36670	20.81670	2	Angola Peace Monitor		0
540	88ANG	2997	14/06/1997	1997	6	14	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	FLEC: Front for the Liberation of the Enclave of Cabinda		2	12	Angola	Cabinda	Cabinda	Cabinda	Cabinda	-5.55000	12.20000	3	"African Recorder, India; Publico, Portugal"		11
540	91ANG	3000	15/06/1997	1997	6	15	2	Violence against civilians	Civilians (Angola)		7	UNITA: National Union for the Total Independence of Angola		2	27	Angola	Huíla	Chicomba	Chicomba	Covongo	-14.06660	14.80000	2	Africa Research Bulletin	Estimate for point between Caluquembe and Chicomba.	0
540	92ANG	3001	15/06/1997	1997	6	15	2	Battle-No change of territory	Military Forces of Angola (1975-)		1	Military Forces of Democratic Republic of Congo (2001-)	UNITA: National Union for the Total Independence of Angola	8	18	Angola	Lunda Norte	Chitato	Luachimo	Dundo	-7.36670	20.81670	2	Angola Peace Monitor		0
540	90ANG	2999	15/06/1997	1997	6	15	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	FLEC: Front for the Liberation of the Enclave of Cabinda		2	12	Angola	Cabinda	Cabinda	Cabinda	Cabinda	-5.55000	12.20000	3	"African Recorder, India; Publico, Portugal"		11
540	95ANG	3004	16/06/1997	1997	6	16	2	Battle-No change of territory	Military Forces of Angola (1975-)		1	Military Forces of Democratic Republic of Congo (2001-)	UNITA: National Union for the Total Independence of Angola	8	18	Angola	Lunda Norte	Chitato	Luachimo	Dundo	-7.36670	20.81670	2	Angola Peace Monitor		0
540	93ANG	3002	16/06/1997	1997	6	16	1	Battle-No change of territory	Military Forces of Angola (1975-)		1	FLEC: Front for the Liberation of the Enclave of Cabinda		2	12	Angola	Cabinda	Cabinda	Cabinda	Cabinda	-5.55000	12.20000	3	"African Recorder, India; Publico, Portugal"		11
